pred,label,rouge1,rouge2,rougeL
"presiden joko widodo senin lalu mengatakan, kemenpora membekuk utusannya karena kemenpora membekuk klb gatot yang dianggap bersalah menyalahi peraturan pemerintah yang terkait dengan kompetisi liga profesional mengatakan, klb gatot menjadi utusan meminta agar reformasi bertemu fifa mengirimkannya.
","wacana pencabutan pembekuan pssi oleh pemerintah dikhawatirkan tidak berlanjut, karena ada perbedaan pendapat dalam menafsirkan batasan reformasi di tubuh pssi sebagai syarat pencabutan sanksi tersebut.
",0.0967741935483871,0.0,0.06451612903225806
"di perempat final piala, kata wales belgia
","partai seperempat final piala eropa 2016 melawan belgia pada hari jumat 1 juli akan menjadi pertandingan terbesar wales sejak piala dunia 1958, menurut manajer chris coleman.
",0.24242424242424246,0.06451612903225806,0.18181818181818182
"chad di dunia latin, amerika serikat, serta dalam survei itu banyak stres yang dialami warga indonesia yang mengalami jajak pendapat
","orang-orang di seluruh dunia semakin dirundung amarah dan hidup dalam tekanan serta kekhawatiran, merujuk survei terbaru yang melibatkan 150 ribu orang dari 140 negara.
",0.2666666666666666,0.0,0.22222222222222224
"suriah anak yang mengangkat pengunjuk rasa
","aksi unjuk rasa berlangsung di hungaria menentang keputusan pihak berwenang yang menutup stasiun kereta api internasional di ibu kota budapest bagi pendatang.
",0.14285714285714288,0.0,0.07142857142857144
"di atas cuaca negara lain saja, kenyataan telah tidak terdengar atau fox mengatakan bahwa tema tulisan itu adalah orang-orang yang sedang menulis di atas budaya.
","sekitar sembilan dari 10 orang inggris membicarakan cuaca dalam enam jam terakhir. tetapi ini tidak lazim – dan jika demikan apa penyebabnya? apakah budaya atau iklimnya yang membuat mereka terobsesi?
",0.21818181818181817,0.0,0.14545454545454548
"perjalanan di tengah pandemi virus corona dan menghabiskan kami waktu tunggang kuda di hari tengah jauh, dia bisa terbang ke argentina.
","pandemi covid-19 mengakibatkan berbagai aktivitas penerbangan dihentikan dan sejumlah negara menutup perbatasannya. hal ini menyebabkan orang- orang memilih menempuh perjalanan untuk pulang kampung dengan cara-cara yang cukup ekstr e m.
",0.11320754716981132,0.0,0.07547169811320754
"kelebihan pasokan dunia dan lemahnya permintaan harga minyak arab saudi yang anjlok
","harga minyak mentah brent turun pada tingkat terbaru us$52,27 per barel yang terendah sejak bulan mei 2009.
",0.1935483870967742,0.06896551724137931,0.1935483870967742
"albino orang yang tubuhnya dibagi-of nilai
","orang-orang dengan albinisme menghadapi prasangka dan ancaman kematian di tanzania. sejumlah kampanye kini dilakukan untuk mengakhirinya.
",0.08333333333333333,0.0,0.08333333333333333
"neymar terjatuh serta pengguna media sosial justru berpura-pura melakukan diving alias berebut bermain kosta rika saat pertandingan dunia berakhir.
","neymar mencetak gol kedua brasil di menit-menit terakhir dalam laga melawan kosta rika di piala dunia 2018, tetapi yang menjadi sorotan bukanlah gol tersebut.
",0.17777777777777778,0.04651162790697675,0.17777777777777778
"meninggal dunia hanya wu huayan tahun ini dan adik
","seorang perempuan yang bertahan hidup dengan dua yuan (sekitar rp4.000) setiap hari selama bertahun-tahun demi menyokong adik laki-lakinya, telah meninggal dunia, sebagaimana dilaporkan media china.
",0.21621621621621623,0.05714285714285714,0.10810810810810811
"di newcastle pesawat, pria inggris john liam dan pria inggris alder pardew mengatakan bahwa di selandia baru turnamen tembak, united menyaksikan pertandingan klub sepak bola jatuh di ukraina timur dua orang penggemarnya berkata
","manajer newcastle united alan pardew mendedikasikan tur pramusim 'the magpies' di selandia baru untuk dua suporter yang tewas dalam pesawat malaysia airlines mh17.
",0.28571428571428575,0.07407407407407407,0.21428571428571427
"keputusan pelarangan diperketat
","sidang konvensi perdagangan internasional jenis-jenis hewan dan tumbuhan yang terancam punah (cites) melarang ekspor gajah liar afrika ke kebun binatang di seluruh dunia.
",0.0,0.0,0.0
"ada jenderal dan ada pembunuhan di jepang, arief lagu partai rakyat rakyat muhamad muhamad seniman banyuwangi, arief muhamad seniman banyuwangi
","lagu genjer-genjer yang dinyanyikan oleh lilis suryani dan bing slamet dan populer pada 1950-an dan 1960-an kembali hangat dibicarakan setelah merebak dugaan penyebaran paham komunisme dalam beberapa pekan terakhir di indonesia.
",0.11111111111111112,0.0,0.07407407407407408
"lebih atau tidak, lagu olimpiade, kata queen, akan membangkitkan semangat survival dan survival.
","lagu berjudul survival yang dinyanyikan grup musik rock inggris, muse, terpilih sebagai lagu resmi olimpiade. apa alasannya?
",0.20000000000000004,0.0,0.13333333333333333
"kata dia, kapal perahu itu berlari kata di pantai, kata dia, upaya pencarian korban dua orang rumah sakit korea selatan yang masih dilakukan
","sedikitnya 13 orang tewas setelah sebuah kapal memancing tabrakan dengan tanker dengan ukuran 336-ton dan terbalik di pantai korea selatan.
",0.2727272727272727,0.09523809523809525,0.22727272727272724
"di italia, mungkin muncul utang eropa ke cina
","perusahaan investasi cina (cic) tengah dalam perundingan dengan pemerintah italia untuk kemungkinan membeli surat utang negeri itu.
",0.24,0.0,0.15999999999999998
"besar orang yang terserang stroke adalah orang yang tidak berisiko dan usia olahraganya tidak pendek
","saat anda berpikir mengenai pasien stroke ""tipikal"", anda langsung teringat pada seseorang yang berusia lanjut, kelebihan berat badan, malas berolahraga dan merokok.
",0.16216216216216214,0.0,0.16216216216216214
"kasus ini diselesaikan oleh pria tidak beragama di new york yang sedang salat di pengadilan, kata daftar orang yang dapat dihubungi oleh fbi.
","tiga pria muslim as yang mengaku dimasukkan dalam daftar larangan terbang setelah menolak membantu fbi, telah memenangkan haknya untuk menuntut agen federal tersebut, demikian keputusan mahkamah agung as.
",0.1568627450980392,0.0,0.1568627450980392
"kiir salva, presiden dan riek machar yang langsung berkonflik
","perserikatan bangsa-bangsa menyatakan siap ‘beraksi sesegera mungkin’ jika presiden sudan selatan salva kiir tidak menandatangani kesepakatan perdamaian dengan pemberontak.
",0.20689655172413793,0.0,0.06896551724137932
"keluarga saat ini mulai mencabut keputusan pengadilan kasasi prancis yang memperbolehkan dokter mencabut motor yang dikendarai orang tua sakit saat anak vincent lambert lagi berfoto.
","seorang pria lumpuh menjadi simbol bagi perdebatan hak untuk mati di prancis. ia akhirnya meninggal dunia kamis 11 juli sesudah dokter mencabut pipa makanan - yang mempertahankannya hidup.
",0.15384615384615383,0.04,0.15384615384615383
"cameron david, islam dapat berdemokrasi secara ekstrem dan indonesia dapat menolak islam
","perdana menteri inggris david cameron, dalam pidatonya di universitas al azhar, jakarta, mengatakan ekstremis islam jangan diberi kesempatan untuk menodai demokrasi yang sedang berlangsung dan menganiaya kelompok minoritas.
",0.2,0.0,0.15
"tidak banyak komputer indonesia yang diserang ransomware wannacry menggunakan internet dan petugas menjadi menyebar
","pemerintah mengatakan serangan siber masih ditemukan di indonesia pada senin (15/05) dalam skala kecil, meski begitu pemerintah terus melakukan upaya mengatasi serangan siber.
",0.052631578947368425,0.0,0.052631578947368425
"langdon dan novel kopi dunia inferno jutaan
","dan brown, penulis novel laris the da vinci code, akan menerbitkan buku barunya bulan mei mendatang.
",0.17391304347826086,0.0,0.17391304347826086
"dan terbukti, akan dikumpulkan komnas ham yang ada di korban polisi resor lumajang
","komisi nasional hak asasi manusia pada hari senin (05/10) akan menyelidiki perkara penganiayaan dan pembunuhan aktivis antitambang bernama salim alias kancil di desa selok awar awar, kecamatan pasirian, kabupaten lumajang.
",0.18181818181818182,0.0,0.13636363636363635
"alkohol bercampur dengan racun -of kata polisi pejabat yang menggrebek tempat itu dan 12 orang ditahan
","para pejabat india mulai melakukan penyelidikan setelah paling tidak 42 orang meninggal setelah menenggak alkohol beracun di uttar pradesh.
",0.17142857142857143,0.0,0.11428571428571428
"dan perabotan panasonic ternyata rugi miliaran yen dan nilai mata uang yen
","saham panasonic melonjak 17% menjadi 692 yen di bursa saham tokyo, setelah perusahaan pembuat tv dan perabot listrik itu kembali menghasilkan laba pada kuartal ketiga tahun lalu.
",0.15384615384615383,0.0,0.15384615384615383
"di perbatasan australia, kata polisi kebumen, jawa, perahu pencari suaka itu mendekati polisi kebumen, jawa.
","dua puluh enam orang pencari suaka yang terdampar di indonesia mengatakan aparat australia meledakkan kapal mereka di dekat pulau christmas dan mengirim mereka kembali ke perairan indonesia dengan sekoci, kata seorang pejabat indonesia.
",0.20833333333333331,0.043478260869565216,0.12500000000000003
"diperkirakan, korban yang meninggal dunia sakit ii
","karya seni korban yang selamat dari bom atom hiroshima pada 1945 akan dipamerkan di luar jepang untuk pertama kalinya.
",0.15384615384615385,0.08333333333333333,0.15384615384615385
"pt karya karya perusahaan pertambangan baru sedang dalam kontrak -of sedangkan ketua dpr setya novanto mengatakan indonesia tidak menghormati pernyataan firdaus firdaus mengenai kasus amerika serikat yang diduga terlibat.
","kasus dugaan pemakaian nama presiden joko widodo dan wakil presiden jusuf kalla oleh ketua dpr setya novanto dianggap pengamat sebagai puncak gunung es dalam praktik percaloan yang dilakukan politisi di ranah pertambangan dan migas.
",0.253968253968254,0.09836065573770493,0.15873015873015872
"kapolres depok farid mahfud mengatakan dapat melarang walikota mengatakan polisi tidak meminta mereka melakukan salat aman di masjid kami di ahmadiyah sawangan, indonesia ada dan mereka meminta segel masjid kami di satpol kota.
","masjid ahmadiyah di depok disegel pemda, sejumlah kecil jamaah ahmadiyah melakukan salat jumat di pelataran, kendati didesak untuk tak melakukannya, dan mendapat ancaman.
",0.28571428571428575,0.037037037037037035,0.17857142857142858
"hasil pertama yang dilakukan inggris dalam tes nasional perempuan yang lebih muda akan dapat dideteksi secara umum penyebab kanker ovarium, darah, bahan kimia, dan dapat dideteksi apakah nyawa pasien yang jadi terbunuh banyak.
","tes darah rutin dapat mendeteksi 86% kanker ovarium lebih awal sebelum masa dimana perempuan dapat didiagnosa memiliki sel kanker, menurut satu uji coba.
",0.28571428571428575,0.037037037037037035,0.17857142857142858
"di wilayah belanda yang menggunakan suriah, isis perempuan berusia dua tahun dan anak-anak telah menguasainya
","seorang perempuan checnya yang tinggal di belanda telah membawa dua anaknya untuk bergabung dengan militan negara islam isis di suriah, yang bertentangan dengan keinginan ayah kedua anak tersebut, seperti disampaikan oleh jaksa di belanda.
",0.36000000000000004,0.0,0.15999999999999998
"tadic boris, serbia, serbia, presiden vukovar, meminta maaf atas pernyataan vukovar tentang pembantaian
","presiden serbia boris tadic menjadi pemimpin serbia pertama yang meminta maaf atas pembantaian di vukovar, kroasia tahun 1991.
",0.6451612903225806,0.13793103448275862,0.3870967741935484
"bbc menjadi orang yang meninggal dunia pertama di desa karena virus corona, tutur bbc, hal khan di pakistan.
","ketika saadat khan kembali ke rumahnya di desa di utara pakistan setelah melaksanakan umrah di arab saudi awal pekan ini, dia sambut dengan riuh rendah.
",0.23255813953488372,0.048780487804878044,0.18604651162790697
"rumah menusuk-nusuk menggunakan mode mobil tesla x model x -of joshua neally mengatakan ia dan pengemudi otomatis yang ditemuinya bukan sakit
","seorang lelaki yang terserang embolisme paru terselamatkan oleh mobil tanpa sopir yang membawanya ke rumah sakit.
",0.2105263157894737,0.0,0.15789473684210525
"tucano, pesawat peluncur roket astros luncur buatan tni
","tni akan membeli sistem peluncur roket paling mutakhir dari produsen senjata avibras yang bermarkas di sao jose dos campos, terletak di negara bagian sao paulo brazil, untuk mempersenjatai salah satu batalion khususnya.
",0.15,0.052631578947368425,0.1
"mahroug el berlusconi, mahroug el karima, el karima, perlu hadir lagi jika dirinya tidak terpilih lagi akan dicalonkan
","majelis hakim di milan memutuskan sidang atas mantan perdana menteri italia, silvio berlusconi, dalam dakwaan berhubungan seks dengan perempuan di bawah umur, tidak bisa ditunda.
",0.09302325581395349,0.0,0.09302325581395349
"burka, kata polisi, merupakan wanita tertekan di pemerintahan prancis
","polisi di prancis menahan seorang wanita yang mengenakan burka dalam unjuk rasa kecil di katedral notre dame di ibukota paris.
",0.3448275862068966,0.0,0.20689655172413793
"jokowi dalam proses politik, kata dia, kpk menetapkan jokowi bisa mencabut pencalonan sidang paripurna dpr dari budi gunawan sebagai kapolri, dan presiden jokowi menyatakan akan mencabut gunawan dan jawabannya sebagai kapolri.
","langkah presiden joko widodo yang menunda pengambilan keputusan tentang apakah akan mencabut atau meneruskan pencalonan komjen budi gunawan sebagai kepala kepolisian republik indonesia menuai kecaman.
",0.25,0.11111111111111112,0.17857142857142855
"adat orang pakistan yang melarang perkawinan anak minoritas ilegal hindu di pakistan
","polisi pakistan mengatakan telah menghentikan pernikahan seorang gadis 10 tahun dengan seorang bocah lelaki 14 tahun yang dilangsungkan untuk mengakhiri sengketa dua keluarga.
",0.11428571428571427,0.0,0.11428571428571427
"pemerintah belum wajib melakukan sosialisasi dan tidak akan menuturkan keputusan baru yang datang mengikuti amnesti orang yang berpenghasilan luar negeri dan amnesti aset luar negeri.
","pengamat perpajakan mengatakan pengampunan pajak dari sisi deklarasi berhasil karena melebihi target rp4.000 triliun namun repatriasi dianggap gagal karena hanya mencapai kurang dari 15% dari target rp1.000 triliun.
",0.0,0.0,0.0
"tni trigana air dan pesawat yang jatuh di papua dibantu tim sar jayapura
","tim sar berencana menuju lokasi jatuhnya pesawat trigana air di gunung tangok, kabupaten pegunungan bintang papua, pada senin (17/08), pukul 06.00 wit.
",0.3783783783783784,0.11428571428571427,0.21621621621621623
"mungkin orang-orang ini mampu bertempur dan tingkat kematiannya adalah ira, saya meninggalkan kita orang yang merawat paliatif yang mereka rasakan tidak sakit dan mati dalam proses adalah ira.
","sejumlah orang mengatakan saat sekarat seseorang akan merasa bahagia. apa itu benar?
",0.04878048780487805,0.0,0.04878048780487805
"17 juta orang yang mendukung bantuan pihak oposisi suriah 17 juta orang
","pbb memanfaatkan gencatan senjata di suriah untuk mengirimkan bantuan kepada penduduk yang tinggal di daerah suriah yang dikepung.
",0.2,0.0,0.13333333333333333
"kantor serba guna di suriah dan kantor yahudi diserang
","polisi prancis menggagalkan lima serangan teror dalam beberapa bulan terakhir, kata perdana menteri manuel valls.
",0.0,0.0,0.0
"di dalam negeri, farwiza dan menteri kehutanan membatalkan penghapusan yang melindungi kawasan dunia dari ekosistem leuser dan orang indonesia dari hutan
","pegiat lingkungan aceh mendapatkan hadiah dari badan amal konservasi inggris, whitley, sebagai pengakuan dalam upayanya melindungi ekosistem leuser.
",0.25641025641025644,0.05405405405405405,0.20512820512820512
"akan meningkatkan pertandingan swansea di klub itu
","pemain tengah arsenal, mikel arteta, menyampaikan permintaan maaf secara terbuka atas kekalahan 0-6 dari chelsea.
",0.0,0.0,0.0
"chris watts mengaku istri dan dua anaknya hilang
","seorang pria dari negara bagian colorado, amerika serikat, mengaku bersalah telah membunuh dua putrinya dan istrinya yang sedang mengandung.
",0.22222222222222218,0.0,0.14814814814814814
"polisi dan tentara yang bertugas memadamkan kebakaran dan pemadam kebakaran
","tim penyelamat pencari pendaki gunung yang hilang di ontake, jepang, menghentikan sementara operasi karena gunung berapi tersebut terus mengeluarkan gas, batu, dan abu ke udara.
",0.11428571428571428,0.0,0.11428571428571428
"ryan lochte, perenang amerika serikat, disebut
","industri peralatan renang, speedo, menghentikan sponsor untuk perenang amerika serikat, ryan lochte, yang 'mengarang' laporan perampokan di olimpiade rio.
",0.39999999999999997,0.2608695652173913,0.23999999999999996
"xi xi cina, wapres muncul
","wakil presiden cina xi jinping muncul di hadapan publik untuk pertama kalinya sejak dua pekan lalu.
",0.2857142857142857,0.0,0.19047619047619047
"suhu dingin di eropa mencapai
","suhu dingin ekstrem yang melanda wilayah eropa timur dan rusia telah merenggut hampir 200 jiwa sejauh ini, jumlah korban terbesar terjadi di ukraina.
",0.2857142857142857,0.07692307692307693,0.21428571428571427
"terdapat neill paket bom untuk lennon dan mcbride
","kepolisian skotlandia sedang menyelidiki pengiriman paket bom kepada manajer celtic, neill lennon.
",0.4,0.1111111111111111,0.3
"terdapat video leluhur langsung dari orang yang menawarkan kode qr maupun foto cina di taman kota
","jutaan warga keturunan cina di berbagai pelosok dunia akan berziarah ke makam leluhurnya sebagai bagian dari tradisi qing ming, pekan ini.
",0.16216216216216214,0.05714285714285715,0.1081081081081081
"keuntungan bersih triliun yen dari penguatan pasar amerika utara yang dijual mungkin kata toyota
","pembuat kendaraan terbesar jepang, toyota, meningkatkan perkiraan keuntungan satu tahunnya sebesar 12,4%, karena melemahnya yen dan usaha penghematan.
",0.18181818181818182,0.0,0.12121212121212122
"rusia tu-154, pesawat militer rusia yang dikawal rusia
","sebuah pesawat militer rusia yang mengangkut 91 orang jatuh ke laut hitam, menurut laporan media rusia.
",0.39999999999999997,0.26086956521739135,0.39999999999999997
"ukraina dan rusia, pemerintah ukraina, dan berlangsungnya pertempuran militer di timur tengah dan rusia.
","presiden amerika serikat barack obama memperingatkan presiden vladimir putin bahwa rusia akan menanggung konsekuensi yang besar jika melanjutkan aksi agresif di ukraina.
",0.16666666666666663,0.0,0.1111111111111111
"presiden yokohama rubber company
","chelsea sudah menandatangani kontrak untuk kostumnya senilai £40 juta per tahun atau sekitar rp rp800 miliar dengan pabrik ban jepang.
",0.0,0.0,0.0
"saat hubungan suka terjadi, pria itu berdiri dengan cekik di leher anna tahun ini dan ia menamparnya dengan keras.
","kekerasan saat berhubungan seks yang dilakukan atas dasar suka sama suka meningkat di inggris hingga dianggap sesuatu yang normal, menurut para pegiat.
",0.14634146341463414,0.0,0.14634146341463414
"poengky indarti, kata polisi, filipina, filipina, kata polisi, penundaan eksekusi mary jane veloso jean kepada korban perdagangan manusia batal karena presiden jokowi menyatakan bersalah dan dihukum secara cermat mati
","kasus mary jane veloso membuktikan banyaknya kelemahan dalam hukum indonesia sehingga hukuman mati tak patut diterapkan. presiden jokowi pun perlu meninjau lagi penolakan permohonan grasi yang dilakoni tanpa memeriksa secara cermat, kata pengamat.
",0.2903225806451613,0.13333333333333333,0.22580645161290322
"di selatan filipina dan malaysia, ada komando pusat tni di indonesia, ali wuryanto ali, ada negara yang patroli bersama mantan anggotanya yang berupaya mengiringi kelompok itu.
","kementerian pertahanan dan tentara nasional indonesia (tni), sudah meresmikan pusat komando militer di tarakan, kalimantan utara, senin (19/06).
",0.26666666666666666,0.0,0.13333333333333333
"katakanlah dirinya mundur atau tak, blatter menggunakan presiden fifa
","sepp blatter menyatakan bahwa ia tidak mengundurkan diri dari posisinya sebagai presiden fifa.
",0.27272727272727276,0.1,0.27272727272727276
"presiden as, putin seagal, memuji kepemimpinan hebat dunia dan steven seagal memuji presiden as
","pemerintah rusia telah menunjuk aktor as steven seagal sebagai utusan khusus mereka untuk meningkatkan hubungan dengan amerika serikat.
",0.1875,0.06666666666666667,0.1875
"di vine, akuisisi tersebut dibagi oleh vine
","twitter mengumumkan penutupan layanan berbagi videonya, vine, empat tahun setelah diluncurkan.
",0.1111111111111111,0.0,0.1111111111111111
"sel itu.
","penghargaan nobel untuk fisiologi atau kedokteran diberikan kepada dua terobosan dalam pekerjaan terkait penyakit yang diakibatkan parasit.
",0.0,0.0,0.0
"pasukan as menyerang pangkalan ghazni di kota kabul, afghanistan, ketika pasukan as tewas dan terluka di amerika serikat dan polandia
","kelompok taliban menyerang satu konvoi polisi di jalan bebas hambatan afghanistan dan menewaskan 15 polisi.
",0.2285714285714286,0.0,0.2285714285714286
"di manipur, propinsi india, imphal imphal, satu orang tewas terguncang gempa
","gempa bumi berkekuatan 6,8 skala richter mengguncang timur laut india, dekat perbatasan dengan myanmar dan bangladesh, ungkap badan survei geologi amerika (usgs).
",0.1176470588235294,0.0,0.0588235294117647
"panda yang tinggi berkembang
","bayi panda telah lahir di ibukota austria, vienna. sebuah peristiwa yang menggembirakan mengingat hanya ada tiga kelahiran alami panda yang pernah terjadi di eropa.
",0.14285714285714285,0.07692307692307691,0.14285714285714285
"balutan kain dari produk kampanye penting pasokan sekolah untuk perempuan, menstruasi, dan daerah kumuh india bulan ini dikatakan jutaan orang dapat memakainya kembali.
","perempuan usia pelajar di india mengalami kekurangan pembalut karena sekolah – yang selama ini menjadi tempat distribusi – tutup selama pandemi. ini membuat jutaan remaja di seluruh india cemas, tulis wartawan bbc geeta pandey dari delhi.
",0.2105263157894737,0.0,0.14035087719298242
"polisi menggeledah rumah-rumah aktivis oposisi dan rusia membebaskan teriak
","massa berkumpul di moskow pusat, rusia, untuk mengikuti unjuk rasa besar pertama oleh oposisi sejak vladimir putin dilantik sebagai presiden pada mei.
",0.12500000000000003,0.0,0.06250000000000001
